PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,POS,HANDED,DRAFTED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,season,Y_Salary_Cap,Y_Salary_Cap_Percentage
Mason Raymond,-,26,"Sep. 17, 1985",Canada,LW,Left,51 - Round 2 - 2005 (VAN),VAN,Standard (1-way),26,,1,UFA,2013,"$2,275,000","$2,275,000","$2,275,000","$2,275,000",$0,$0,2012-13,60000000,0.03791666666666667
Ryan Smyth,-,36,"Feb. 21, 1976",Canada,LW,Left,6 - Round 1 - 1994 (EDM),EDM,35+ (1-way),36,,2,UFA,2014,"$2,250,000","$2,250,000","$2,250,000","$2,000,000","$250,000",$0,2012-13,60000000,0.0375
Ryan Wilson,-,25,"Feb. 3, 1987",Canada,LD,Left,-,COL,Standard (1-way),25,,3,UFA,2015,"$2,250,000","$2,250,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.0375
Jimmy Howard,-,28,"Mar. 26, 1984",United States,G,Left,64 - Round 2 - 2003 (DET),DET,Standard (1-way),26,,2,UFA,2013,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2012-13,60000000,0.0375
Patrik Berglund,-,24,"Jun. 2, 1988",Sweden,"C, LW",Left,25 - Round 1 - 2006 (STL),STL,Standard (1-way),22,,2,RFA,2013,"$2,250,000","$2,250,000","$2,400,000","$2,400,000",$0,$0,2012-13,60000000,0.0375
Greg Zanon,-,32,"Jun. 5, 1980",Canada,D,Left,156 - Round 5 - 2000 (OTT),COL,Standard (1-way),32,,2,UFA,2014,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2012-13,60000000,0.0375
Ladislav Smid,-,26,"Feb. 1, 1986",Czech Republic,LD,Left,9 - Round 1 - 2004 (ANA),EDM,Standard (1-way),25,,2,UFA,2013,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2012-13,60000000,0.0375
Andrew Ference,-,33,"Mar. 17, 1979",Canada,RD,Left,208 - Round 8 - 1997 (PIT),BOS,Standard (1-way),31,,3,UFA,2013,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2012-13,60000000,0.0375
Luca Sbisa,-,22,"Jan. 30, 1990",Italy,LD,Left,19 - Round 1 - 2008 (PHI),ANA,Standard (1-way),21,,4,RFA,2015,"$2,175,000","$2,175,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03625
Nikita Nikitin,-,26,"Jun. 16, 1986",Russia,LD,Left,136 - Round 5 - 2004 (STL),CBJ,Standard (1-way),26,,2,UFA,2014,"$2,150,000","$2,150,000","$1,800,000","$1,700,000","$100,000",$0,2012-13,60000000,0.035833333333333335
Darren Helm,-,25,"Jan. 21, 1987",Canada,"C, LW, RW",Left,132 - Round 5 - 2005 (DET),DET,Standard (1-way),25,,4,UFA,2016,"$2,125,000","$2,125,000","$1,750,000","$1,500,000","$250,000",$0,2012-13,60000000,0.035416666666666666
David Moss,-,30,"Dec. 28, 1981",United States,RW,Right,220 - Round 7 - 2001 (ARI),ARI,Standard (1-way),30,M-NTC,2,UFA,2014,"$2,100,000","$2,100,000","$2,100,000","$2,100,000",$0,$0,2012-13,60000000,0.035
Todd Bertuzzi,-,37,"Feb. 2, 1975",Canada,RW,Left,23 - Round 1 - 1993 (NYI),DET,35+ (1-way),37,M-NTC,2,UFA,2014,"$2,075,000","$2,075,000","$1,975,000","$1,775,000","$200,000",$0,2012-13,60000000,0.034583333333333334
Brandon Sutter,-,23,"Feb. 14, 1989",United States,"RW, C",Right,11 - Round 1 - 2007 (CAR),CAR,Standard (1-way),22,,3,RFA,2014,"$2,066,667","$2,066,667","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03444445
Hal Gill,-,37,"Apr. 6, 1975",United States,D,Left,207 - Round 8 - 1993 (BOS),NSH,35+ (1-way),37,,2,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03333333333333333
Tomas Vokoun,-,35,"Jul. 2, 1976",Czech Republic,G,Right,226 - Round 9 - 1994 (MTL),PIT,35+ (1-way),35,M-NTC,2,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$1,750,000","$250,000",$0,2012-13,60000000,0.03333333333333333
Joe Corvo,-,35,"Jun. 20, 1977",United States,D,Right,83 - Round 4 - 1997 (LAK),CAR,35+ (1-way),35,,1,UFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03333333333333333
Alexei Emelin,-,26,"Apr. 25, 1986",Russia,LD,Left,84 - Round 3 - 2004 (MTL),MTL,Standard (1-way),26,,2,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03333333333333333
Colin Wilson,-,22,"Oct. 20, 1989",United States,"C, LW",Left,7 - Round 1 - 2008 (NSH),NSH,Standard (1-way),22,,3,RFA,2015,"$2,000,000","$2,000,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.03333333333333333
Mike Smith,-,30,"Mar. 22, 1982",Canada,G,Left,161 - Round 5 - 2001 (DAL),ARI,Standard (1-way),29,,2,UFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03333333333333333
Alexandre Burrows,-,31,"Apr. 11, 1981",Canada,"RW, LW",Left,-,VAN,Standard (1-way),27,,4,UFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03333333333333333
Shane O'Brien,-,28,"Aug. 9, 1983",Canada,LD,Left,250 - Round 8 - 2003 (ANA),COL,Standard (1-way),28,,3,UFA,2015,"$2,000,000","$2,000,000","$1,800,000","$1,800,000",$0,$0,2012-13,60000000,0.03333333333333333
Michal Rozsíval,-,33,"Sep. 3, 1978",Czech Republic,RD,Right,105 - Round 4 - 1996 (PIT),CHI,Standard (1-way),34,NTC,1,UFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03333333333333333
Adam Pardy,-,28,"Mar. 29, 1984",Canada,LD,Left,173 - Round 6 - 2004 (CGY),DAL,Standard (1-way),27,,2,UFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03333333333333333
Tyler Kennedy,-,25,"Jul. 15, 1986",Canada,C,Right,99 - Round 4 - 2004 (PIT),PIT,Standard (1-way),24,,2,RFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03333333333333333
Chris Neil,-,33,"Jun. 18, 1979",Canada,RW,Right,161 - Round 6 - 1998 (OTT),OTT,Standard (1-way),30,,4,UFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03333333333333333
Josh Harding,-,28,"Jun. 18, 1984",Canada,G,Right,38 - Round 2 - 2002 (MIN),MIN,Standard (1-way),28,,3,UFA,2015,"$1,900,000","$1,900,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.03166666666666667
Jordin Tootoo,-,29,"Feb. 2, 1983",Canada,RW,Right,98 - Round 4 - 2001 (NSH),DET,Standard (1-way),29,,3,UFA,2015,"$1,900,000","$1,900,000","$1,700,000","$1,450,000","$250,000",$0,2012-13,60000000,0.03166666666666667
Chris Higgins,-,29,"Jun. 2, 1983",United States,LW,Left,14 - Round 1 - 2002 (MTL),VAN,Standard (1-way),28,,2,UFA,2013,"$1,900,000","$1,900,000","$1,900,000","$1,900,000",$0,$0,2012-13,60000000,0.03166666666666667
Torrey Mitchell,-,27,"Jan. 30, 1985",Canada,"C, RW",Right,126 - Round 4 - 2004 (SJS),MIN,Standard (1-way),27,,3,UFA,2015,"$1,900,000","$1,900,000","$1,100,000","$1,100,000",$0,$0,2012-13,60000000,0.03166666666666667
Artem Anisimov,-,24,"May 24, 1988",Russia,"C, LW",Left,54 - Round 2 - 2006 (NYR),NYR,Standard (1-way),23,,2,RFA,2013,"$1,875,000","$1,875,000","$1,875,000","$1,875,000",$0,$0,2012-13,60000000,0.03125
Steve Sullivan,-,37,"Jul. 6, 1974",Canada,LW,Right,233 - Round 9 - 1994 (NJD),ARI,35+ (1-way),37,,1,UFA,2013,"$1,850,000","$2,600,000","$1,850,000","$1,850,000",$0,"$750,000",2012-13,60000000,0.030833333333333334
Adam Burish,-,29,"Jan. 6, 1983",United States,RW,Right,282 - Round 9 - 2002 (CHI),SJS,Standard (1-way),29,,4,UFA,2016,"$1,850,000","$1,850,000","$1,850,000","$1,850,000",$0,$0,2012-13,60000000,0.030833333333333334
Travis Moen,-,30,"Apr. 6, 1982",Canada,"LW, RW",Left,155 - Round 5 - 2000 (CGY),MTL,Standard (1-way),30,M-NTC,4,UFA,2016,"$1,850,000","$1,850,000","$1,850,000","$1,750,000","$100,000",$0,2012-13,60000000,0.030833333333333334
Alexei Ponikarovsky,-,32,"Apr. 9, 1980",Ukraine,LW,Left,87 - Round 4 - 1998 (TOR),WPG,Standard (1-way),32,,1,UFA,2013,"$1,800,000","$1,800,000","$1,800,000","$1,700,000","$100,000",$0,2012-13,60000000,0.03
Ryan O'Byrne,-,27,"Jul. 19, 1984",Canada,D,Right,79 - Round 3 - 2003 (MTL),COL,Standard (1-way),26,,2,UFA,2013,"$1,800,000","$1,800,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.03
Justin Abdelkader,-,25,"Feb. 25, 1987",United States,"LW, RW",Left,42 - Round 2 - 2005 (DET),DET,Standard (1-way),25,,4,UFA,2016,"$1,800,000","$1,800,000","$1,400,000","$1,150,000","$250,000",$0,2012-13,60000000,0.03
Matt Cooke,-,33,"Sep. 7, 1978",Canada,LW,Left,144 - Round 6 - 1997 (VAN),PIT,Standard (1-way),31,M-NTC,3,UFA,2013,"$1,800,000","$1,800,000","$1,250,000","$1,250,000",$0,$0,2012-13,60000000,0.03
Anders Lindbäck,-,24,"May 3, 1988",Sweden,G,Left,207 - Round 7 - 2008 (NSH),TBL,Standard (1-way),24,,2,UFA,2014,"$1,800,000","$1,800,000","$1,400,000","$1,400,000",$0,$0,2012-13,60000000,0.03
Lauri Korpikoski,-,25,"Jul. 28, 1986",Finland,"LW, RW",Left,19 - Round 1 - 2004 (NYR),ARI,Standard (1-way),24,,2,RFA,2013,"$1,800,000","$1,800,000","$1,850,000","$1,850,000",$0,$0,2012-13,60000000,0.03
Brian Elliott,-,27,"Apr. 9, 1985",Canada,G,Left,291 - Round 9 - 2003 (OTT),STL,Standard (1-way),26,,2,UFA,2014,"$1,800,000","$1,800,000","$1,700,000","$1,700,000",$0,$0,2012-13,60000000,0.03
Jonathan Quick,NYR,26,"Jan. 21, 1986",United States,G,Left,72 - Round 3 - 2005 (LAK),LAK,Standard (1-way),23,,3,UFA,2013,"$1,800,000","$1,800,000","$1,700,000","$1,700,000",$0,$0,2012-13,60000000,0.03
Jamie McBain,-,24,"Feb. 25, 1988",United States,RD,Right,63 - Round 2 - 2006 (CAR),CAR,Standard (1-way),24,,2,UFA,2014,"$1,800,000","$1,800,000","$1,700,000","$1,700,000",$0,$0,2012-13,60000000,0.03
Benoit Pouliot,-,25,"Sep. 29, 1986",Canada,LW,Left,4 - Round 1 - 2005 (MIN),TBL,Standard (1-way),25,,1,UFANo QO,2013,"$1,800,000","$1,800,000","$1,800,000","$1,800,000",$0,$0,2012-13,60000000,0.03
Vernon Fiddler,-,32,"May 9, 1980",Canada,"C, LW",Left,-,DAL,Standard (1-way),31,,3,UFA,2014,"$1,800,000","$1,800,000","$1,800,000","$1,800,000",$0,$0,2012-13,60000000,0.03
James Reimer,DET,24,"Mar. 15, 1988",Canada,G,Left,99 - Round 4 - 2006 (TOR),TOR,Standard (1-way),23,,3,RFA,2014,"$1,800,000","$1,800,000","$1,600,000","$1,600,000",$0,$0,2012-13,60000000,0.03
Daniel Winnik,-,27,"Mar. 6, 1985",Canada,C,Left,265 - Round 9 - 2004 (ARI),ANA,Standard (1-way),27,,2,UFA,2014,"$1,800,000","$1,800,000","$1,800,000","$1,800,000",$0,$0,2012-13,60000000,0.03
Maxime Talbot,-,28,"Feb. 11, 1984",Canada,"C, LW",Left,234 - Round 8 - 2002 (PIT),PHI,Standard (1-way),27,,5,UFA,2016,"$1,800,000","$1,800,000","$2,250,000","$2,250,000",$0,$0,2012-13,60000000,0.03
Eric Belanger,-,34,"Dec. 16, 1977",Canada,C,Left,96 - Round 4 - 1996 (LAK),EDM,Standard (1-way),33,,3,UFA,2014,"$1,750,000","$1,750,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.029166666666666667
Raffi Torres,-,30,"Oct. 8, 1981",Canada,LW,Left,5 - Round 1 - 2000 (NYI),ARI,Standard (1-way),29,,2,UFA,2013,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0,2012-13,60000000,0.029166666666666667
Jamie McGinn,-,23,"Aug. 5, 1988",Canada,"LW, RW",Left,36 - Round 2 - 2006 (SJS),COL,Standard (1-way),23,,2,RFA,2014,"$1,750,000","$1,750,000","$1,650,000","$1,650,000",$0,$0,2012-13,60000000,0.029166666666666667
Wayne Simmonds,-,23,"Aug. 26, 1988",Canada,"RW, LW",Right,61 - Round 2 - 2007 (LAK),PHI,Standard (1-way),22,,2,RFA,2013,"$1,750,000","$1,750,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.029166666666666667
Jason Chimera,-,33,"May 2, 1979",Canada,"LW, RW",Left,121 - Round 5 - 1997 (EDM),WSH,Standard (1-way),32,,2,UFA,2014,"$1,750,000","$1,750,000","$1,800,000","$1,650,000","$150,000",$0,2012-13,60000000,0.029166666666666667
Jeff Petry,DET,24,"Dec. 9, 1987",United States,RD,Right,45 - Round 2 - 2006 (EDM),EDM,Standard (1-way),24,,2,RFA,2014,"$1,750,000","$1,750,000","$1,700,000","$1,700,000",$0,$0,2012-13,60000000,0.029166666666666667
Peter Mueller,-,24,"Apr. 14, 1988",United States,C,Right,8 - Round 1 - 2006 (ARI),FLA,Standard (1-way),24,,1,UFA,2013,"$1,725,000","$1,725,000","$1,725,000","$1,725,000",$0,$0,2012-13,60000000,0.02875
Chad Larose,-,30,"Mar. 27, 1982",United States,"RW, LW",Right,-,CAR,Standard (1-way),29,,2,UFA,2013,"$1,700,000","$1,700,000","$1,900,000","$1,900,000",$0,$0,2012-13,60000000,0.028333333333333332
Matt Walker,-,32,"Apr. 7, 1980",Canada,D,Right,83 - Round 3 - 1998 (STL),TBL,Standard (1-way),29,,4,UFA,2013,"$1,700,000","$1,700,000","$2,000,000","$2,000,000",$0,$0,2012-13,60000000,0.028333333333333332
Marcel Goc,-,28,"Aug. 24, 1983",Germany,C,Left,20 - Round 1 - 2001 (SJS),FLA,Standard (1-way),27,,3,UFA,2014,"$1,700,000","$1,700,000","$1,700,000","$1,700,000",$0,$0,2012-13,60000000,0.028333333333333332
Anton Strålman,-,25,"Aug. 1, 1986",Sweden,RD,Right,216 - Round 7 - 2005 (TOR),NYR,Standard (1-way),25,,2,UFA,2014,"$1,700,000","$1,700,000","$1,600,000","$1,400,000","$200,000",$0,2012-13,60000000,0.028333333333333332
Brian Boyle,-,27,"Dec. 18, 1984",United States,"LW, C",Left,26 - Round 1 - 2003 (LAK),NYR,Standard (1-way),26,,3,UFA,2014,"$1,700,000","$1,700,000","$1,700,000","$1,700,000",$0,$0,2012-13,60000000,0.028333333333333332
Mark Stuart,-,28,"Apr. 27, 1984",United States,LD,Left,21 - Round 1 - 2003 (BOS),ATL,Standard (1-way),26,,3,UFA,2014,"$1,700,000","$1,700,000","$1,700,000","$1,700,000",$0,$0,2012-13,60000000,0.028333333333333332
Matt D'Agostini,-,25,"Oct. 23, 1986",Canada,RW,Right,190 - Round 6 - 2005 (MTL),STL,Standard (1-way),24,,2,UFA,2013,"$1,650,000","$1,650,000","$1,800,000","$1,800,000",$0,$0,2012-13,60000000,0.0275
Derek Dorsett,-,25,"Dec. 20, 1986",Canada,RW,Right,189 - Round 7 - 2006 (CBJ),CBJ,Standard (1-way),22,,3,UFA,2015,"$1,633,333","$1,633,333","$1,500,000","$1,400,000","$100,000",$0,2012-13,60000000,0.027222216666666667
Derek Boogaard,-,Deceased (28),"Jun. 23, 1982",Canada,LW,Left,202 - Round 7 - 2001 (MIN),NYR,Standard (1-way),28,,4,UFA,2014,"$1,625,000","$1,625,000","$1,600,000","$1,600,000",$0,$0,2012-13,60000000,0.027083333333333334
Max Pacioretty,WSH,23,"Nov. 20, 1988",United States,LW,Left,22 - Round 1 - 2007 (MTL),MTL,Standard (1-way),22,,2,RFA,2013,"$1,625,000","$1,625,000","$1,750,000","$1,750,000",$0,$0,2012-13,60000000,0.027083333333333334
Kyle Wellwood,-,29,"May 16, 1983",Canada,C,Right,134 - Round 5 - 2001 (TOR),WPG,Standard (1-way),29,,1,UFA,2013,"$1,600,000","$1,600,000","$1,600,000","$1,500,000","$100,000",$0,2012-13,60000000,0.02666666666666667
Matt Hunwick,-,27,"May 21, 1985",United States,LD,Left,224 - Round 7 - 2004 (BOS),COL,Standard (1-way),27,,2,UFA,2014,"$1,600,000","$1,600,000","$1,600,000","$1,600,000",$0,$0,2012-13,60000000,0.02666666666666667
Gregory Campbell,-,28,"Dec. 17, 1983",Canada,"C, LW",Left,67 - Round 3 - 2002 (FLA),BOS,Standard (1-way),28,,3,UFA,2015,"$1,600,000","$1,600,000","$1,400,000","$1,400,000",$0,$0,2012-13,60000000,0.02666666666666667
Mike Santorelli,-,26,"Dec. 14, 1985",Canada,"C, RW",Right,178 - Round 6 - 2004 (NSH),FLA,Standard (1-way),25,,2,UFA,2013,"$1,600,000","$1,600,000","$1,600,000","$1,600,000",$0,$0,2012-13,60000000,0.02666666666666667
Jiri Tlusty,-,24,"Mar. 16, 1988",Czech Republic,C,Left,13 - Round 1 - 2006 (TOR),CAR,Standard (1-way),24,,2,RFA,2014,"$1,600,000","$1,600,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.02666666666666667
Jim Slater,-,29,"Dec. 9, 1982",United States,C,Left,30 - Round 1 - 2002 (ATL),WPG,Standard (1-way),29,,3,UFA,2015,"$1,600,000","$1,600,000","$1,600,000","$1,500,000","$100,000",$0,2012-13,60000000,0.02666666666666667
Eric Hartzell,-,23,"May 28, 1989",United States,G,Left,-,PIT,Entry-Level,23,,1,RFA,2013,"$1,595,625","$1,595,625","$925,000","$832,500","$92,500",$0,2012-13,60000000,0.02659375
Adam McQuaid,-,25,"Oct. 12, 1986",Canada,RD,Right,55 - Round 2 - 2005 (CBJ),BOS,Standard (1-way),24,,3,UFA,2015,"$1,566,667","$1,566,667","$1,400,000","$1,400,000",$0,$0,2012-13,60000000,0.026111116666666667
Andy Sutton,-,37,"Mar. 10, 1975",Canada,D,Left,-,EDM,35+ (1-way),36,,1,UFA,2013,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.025
Ryan Jones,-,28,"Jun. 14, 1984",Canada,LW,Right,111 - Round 4 - 2004 (MIN),EDM,Standard (1-way),26,,2,UFA,2013,"$1,500,000","$1,500,000","$1,500,000","$1,250,000","$250,000",$0,2012-13,60000000,0.025
Aaron Rome,-,28,"Sep. 27, 1983",Canada,D,Left,104 - Round 4 - 2002 (LAK),DAL,Standard (1-way),28,,3,UFA,2015,"$1,500,000","$1,500,000","$1,300,000","$1,300,000",$0,$0,2012-13,60000000,0.025
Francis Bouillon,-,36,"Oct. 17, 1975",United States,LD,Left,-,MTL,35+ (1-way),36,,1,UFA,2013,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.025
Jonas Gustavsson,-,27,"Oct. 24, 1984",Sweden,G,Left,-,DET,Standard (1-way),27,M-NTC,2,UFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.025
Matt Carkner,-,31,"Nov. 3, 1980",Canada,D,Right,58 - Round 2 - 1999 (MTL),OTT,Standard (1-way),31,,3,UFA,2015,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.025
Jay McClement,-,29,"Mar. 2, 1983",Canada,C,Left,57 - Round 2 - 2001 (STL),TOR,Standard (1-way),29,,2,UFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,400,000","$100,000",$0,2012-13,60000000,0.025
John Erskine,-,32,"Jun. 26, 1980",Canada,D,Left,39 - Round 2 - 1998 (DAL),WSH,Standard (1-way),30,,2,UFA,2013,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.025
Pascal Dupuis,-,33,"Apr. 7, 1979",Canada,"RW, LW",Left,-,PIT,Standard (1-way),32,,2,UFA,2013,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.025
Tyler Bozak,-,26,"Mar. 19, 1986",Canada,"C, RW",Right,-,TOR,Standard (1-way),25,,2,UFA,2013,"$1,500,000","$1,500,000","$1,400,000","$1,400,000",$0,$0,2012-13,60000000,0.025
Drew LeBlanc,-,23,"Jun. 29, 1989",United States,C,Left,-,CHI,Entry-Level,23,,1,RFA,2013,"$1,486,598","$1,486,598","$925,000","$832,500","$92,500",$0,2012-13,60000000,0.024776633333333332
Mark Fistric,-,26,"Jun. 1, 1986",Canada,D,Left,28 - Round 1 - 2004 (DAL),DAL,Standard (1-way),26,,1,UFA,2013,"$1,475,000","$1,475,000","$1,475,000","$1,475,000",$0,$0,2012-13,60000000,0.024583333333333332
Nathan Gerbe,-,24,"Jul. 24, 1987",United States,"LW, RW",Left,142 - Round 5 - 2005 (BUF),BUF,Standard (1-way),23,,3,RFA,2014,"$1,450,000","$1,450,000","$1,250,000","$1,250,000",$0,$0,2012-13,60000000,0.024166666666666666
Johan Hedberg,-,39,"May 5, 1973",Sweden,G,Left,218 - Round 9 - 1994 (PHI),NJD,35+ (1-way),39,,2,UFA,2014,"$1,400,000","$1,400,000","$1,400,000","$1,400,000",$0,$0,2012-13,60000000,0.023333333333333334
Cal Clutterbuck,NYI,24,"Nov. 18, 1987",Canada,RW,Right,72 - Round 3 - 2006 (MIN),MIN,Standard (1-way),22,,3,RFA,2013,"$1,400,000","$1,400,000","$1,700,000","$1,700,000",$0,$0,2012-13,60000000,0.023333333333333334
Eric Nystrom,-,29,"Feb. 14, 1983",United States,"LW, RW",Left,10 - Round 1 - 2002 (CGY),MIN,Standard (1-way),27,,3,UFA,2013,"$1,400,000","$1,400,000","$1,400,000","$1,400,000",$0,$0,2012-13,60000000,0.023333333333333334
Kyle Turris,-,22,"Aug. 14, 1989",Canada,"C, RW",Right,3 - Round 1 - 2007 (ARI),ARI,Standard (1-way),21,,2,RFA,2013,"$1,400,000","$1,400,000","$1,600,000","$1,600,000",$0,$0,2012-13,60000000,0.023333333333333334
Marty Reasoner,-,35,"Feb. 26, 1977",United States,C,Left,14 - Round 1 - 1996 (STL),NYI,Standard (1-way),34,,2,UFA,2013,"$1,350,000","$1,350,000","$1,400,000","$1,400,000",$0,$0,2012-13,60000000,0.0225
Jannik Hansen,-,26,"Mar. 15, 1986",Denmark,RW,Right,287 - Round 9 - 2004 (VAN),VAN,Standard (1-way),25,,3,UFA,2014,"$1,350,000","$1,350,000","$1,350,000","$1,350,000",$0,$0,2012-13,60000000,0.0225
Kevin Klein,-,27,"Dec. 13, 1984",Canada,RD,Right,37 - Round 2 - 2003 (NSH),NSH,Standard (1-way),25,,3,UFA,2013,"$1,350,000","$1,350,000","$1,350,000","$1,350,000",$0,$0,2012-13,60000000,0.0225
Mike Rupp,-,32,"Jan. 13, 1980",United States,C,Left,76 - Round 3 - 2000 (NJD),NYR,Standard (1-way),31,,3,UFA,2014,"$1,333,333","$1,333,333","$1,600,000","$1,600,000",$0,$0,2012-13,60000000,0.022222216666666666
Boyd Gordon,-,28,"Oct. 19, 1983",Canada,C,Right,17 - Round 1 - 2002 (WSH),ARI,Standard (1-way),27,,2,UFA,2013,"$1,325,000","$1,325,000","$1,350,000","$1,350,000",$0,$0,2012-13,60000000,0.022083333333333333
Carl Gunnarsson,-,25,"Nov. 9, 1986",Sweden,LD,Left,194 - Round 7 - 2007 (TOR),TOR,Standard (1-way),24,,2,RFA,2013,"$1,325,000","$1,325,000","$1,250,000","$1,250,000",$0,$0,2012-13,60000000,0.022083333333333333
Martin Biron,-,34,"Aug. 15, 1977",Canada,G,Left,16 - Round 1 - 1995 (BUF),NYR,Standard (1-way),34,,2,UFA,2014,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0,2012-13,60000000,0.021666666666666667
Vladimír Sobotka,-,24,"Jul. 2, 1987",Czech Republic,"LW, C",Left,106 - Round 4 - 2005 (BOS),STL,Standard (1-way),23,,3,RFA,2014,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0,2012-13,60000000,0.021666666666666667
Antti Miettinen,-,31,"Jul. 3, 1980",Finland,RW,Right,224 - Round 7 - 2000 (DAL),TBL,Standard (1-way),31,,2,UFA,2013,"$1,300,000","$1,300,000","$1,500,000","$1,500,000",$0,$0,2012-13,60000000,0.021666666666666667
Mathieu Garon,-,34,"Jan. 9, 1978",Canada,G,Right,44 - Round 2 - 1996 (MTL),TBL,Standard (1-way),33,,2,UFA,2013,"$1,300,000","$1,300,000","$1,250,000","$1,250,000",$0,$0,2012-13,60000000,0.021666666666666667
Daniel Paille,-,28,"Apr. 15, 1984",Canada,LW,Left,20 - Round 1 - 2002 (BUF),BOS,Standard (1-way),28,,3,UFA,2015,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0,2012-13,60000000,0.021666666666666667
Kris Russell,-,25,"May 2, 1987",Canada,LD/RD,Left,67 - Round 3 - 2005 (CBJ),CBJ,Standard (1-way),22,,3,RFA,2013,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0,2012-13,60000000,0.021666666666666667
Mark Fayne,-,25,"May 15, 1987",United States,RD,Right,155 - Round 5 - 2005 (NJD),NJD,Standard (1-way),25,,2,UFA,2014,"$1,300,000","$1,300,000","$1,200,000","$1,200,000",$0,$0,2012-13,60000000,0.021666666666666667
Karl Alzner,-,23,"Sep. 24, 1988",Canada,LD,Left,5 - Round 1 - 2007 (WSH),WSH,Standard (1-way),22,,2,RFA,2013,"$1,285,000","$1,285,000","$1,270,000","$1,270,000",$0,$0,2012-13,60000000,0.021416666666666667
Troy Grosenick,NSH,22,"Aug. 27, 1989",United States,G,Left,-,SJS,Entry-Level,22,,1,RFA,2013,"$1,268,571","$1,268,571","$925,000","$832,500","$92,500",$0,2012-13,60000000,0.02114285
Michael Sauer,-,24,"Aug. 7, 1987",United States,D,Right,40 - Round 2 - 2005 (NYR),NYR,Standard (1-way),23,,2,UFA,2013,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0,2012-13,60000000,0.020833333333333332
Chris Mason,-,36,"Apr. 20, 1976",Canada,G,Left,122 - Round 5 - 1995 (NJD),NSH,35+ (1-way),36,,1,UFA,2013,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0,2012-13,60000000,0.020833333333333332
Guillaume Latendresse,-,25,"May 24, 1987",Canada,LW,Left,45 - Round 2 - 2005 (MTL),OTT,Standard (1-way),25,,1,UFA,2013,"$1,250,000","$2,000,000","$1,250,000","$1,250,000",$0,"$750,000",2012-13,60000000,0.020833333333333332
