PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,POS,HANDED,DRAFTED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,season,Y_Salary_Cap,Y_Salary_Cap_Percentage
Andrej Sekera,-,27,"Jun. 8, 1986",Slovakia,LD/RD,Left,71 - Round 3 - 2004 (BUF),BUF,Standard (1-way),25,,4,UFA,2015,"$2,750,000","$2,750,000","$1,750,000","$1,750,000",$0,$0,2013-14,64300000,0.042768273716951785
Nick Leddy,STL,22,"Mar. 20, 1991",United States,LD,Left,16 - Round 1 - 2009 (MIN),CHI,Standard (1-way),22,,2,RFA,2015,"$2,700,000","$2,700,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.041990668740279936
Jared Spurgeon,MIN,23,"Nov. 29, 1989",Canada,RD,Right,156 - Round 6 - 2008 (NYI),MIN,Standard (1-way),23,,3,RFA,2016,"$2,666,667","$2,666,667","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.04147227060653188
Corey Crawford,-,28,"Dec. 31, 1984",Canada,G,Left,52 - Round 2 - 2003 (CHI),CHI,Standard (1-way),26,,3,UFA,2014,"$2,666,667","$2,666,667","$2,500,000","$2,500,000",$0,$0,2013-14,64300000,0.04147227060653188
Steve Downie,-,26,"Apr. 3, 1987",Canada,"RW, LW",Right,29 - Round 1 - 2005 (PHI),COL,Standard (1-way),25,,2,UFA,2014,"$2,650,000","$2,650,000","$2,750,000","$2,750,000",$0,$0,2013-14,64300000,0.04121306376360809
Michael Del Zotto,-,23,"Jun. 24, 1990",Canada,LD,Left,20 - Round 1 - 2008 (NYR),NYR,Standard (1-way),22,,2,RFA,2014,"$2,550,000","$2,550,000","$2,900,000","$2,900,000",$0,$0,2013-14,64300000,0.03965785381026438
Curtis Glencross,-,30,"Dec. 28, 1982",Canada,LW,Left,-,CGY,Standard (1-way),28,NMC,4,UFA,2015,"$2,550,000","$2,550,000","$2,500,000","$2,500,000",$0,$0,2013-14,64300000,0.03965785381026438
Mikkel Boedker,-,23,"Dec. 16, 1989",Denmark,"LW, RW",Left,8 - Round 1 - 2008 (ARI),ARI,Standard (1-way),23,,2,RFA,2015,"$2,550,000","$2,550,000","$2,300,000","$2,300,000",$0,$0,2013-14,64300000,0.03965785381026438
Tim Thomas,-,39,"Apr. 15, 1974",United States,G,Left,217 - Round 9 - 1994 (QUE),FLA,35+ (1-way),39,NMC,1,RFA,2014,"$2,500,000","$3,750,000","$2,500,000","$2,500,000",$0,"$1,250,000",2013-14,64300000,0.038880248833592534
Matt Cooke,-,34,"Sep. 7, 1978",Canada,LW,Left,144 - Round 6 - 1997 (VAN),MIN,Standard (1-way),34,M-NTC,3,UFA,2016,"$2,500,000","$2,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.038880248833592534
Brandon Prust,-,29,"Mar. 16, 1984",Canada,"LW, C",Left,70 - Round 3 - 2004 (CGY),MTL,Standard (1-way),28,,4,UFA,2016,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2013-14,64300000,0.038880248833592534
Eric Nystrom,-,30,"Feb. 14, 1983",United States,"LW, RW",Left,10 - Round 1 - 2002 (CGY),NSH,Standard (1-way),30,M-NTC,4,UFA,2017,"$2,500,000","$2,500,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.038880248833592534
Lauri Korpikoski,-,26,"Jul. 28, 1986",Finland,"LW, RW",Left,19 - Round 1 - 2004 (NYR),ARI,Standard (1-way),26,,4,UFA,2017,"$2,500,000","$2,500,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.038880248833592534
Chris Higgins,-,30,"Jun. 2, 1983",United States,LW,Left,14 - Round 1 - 2002 (MTL),VAN,Standard (1-way),30,M-NTC,4,UFA,2017,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2013-14,64300000,0.038880248833592534
Dmitry Kulikov,FLA,22,"Oct. 29, 1990",Russia,LD/RD,Left,14 - Round 1 - 2009 (FLA),FLA,Standard (1-way),22,,2,RFA,2014,"$2,500,000","$2,500,000","$3,000,000","$3,000,000",$0,$0,2013-14,64300000,0.038880248833592534
Lee Stempniak,-,30,"Feb. 4, 1983",United States,RW,Right,148 - Round 5 - 2003 (STL),CGY,Standard (1-way),29,,2,UFA,2014,"$2,500,000","$2,500,000","$2,750,000","$2,750,000",$0,$0,2013-14,64300000,0.038880248833592534
Jakub Kindl,-,26,"Feb. 10, 1987",Czech Republic,LD,Left,19 - Round 1 - 2005 (DET),DET,Standard (1-way),26,,4,UFA,2017,"$2,400,000","$2,400,000","$1,600,000","$1,350,000","$250,000",$0,2013-14,64300000,0.03732503888024884
Michal Neuvirth,-,25,"Mar. 23, 1988",Czech Republic,G,Left,34 - Round 2 - 2006 (WSH),WSH,Standard (1-way),25,,2,UFA,2015,"$2,400,000","$2,400,000","$2,400,000","$2,400,000",$0,$0,2013-14,64300000,0.03732503888024884
Andrew Cogliano,COL,26,"Jun. 14, 1987",Canada,LW,Left,25 - Round 1 - 2005 (EDM),ANA,Standard (1-way),24,,3,UFA,2014,"$2,390,000","$2,390,000","$2,670,000","$2,670,000",$0,$0,2013-14,64300000,0.03716951788491446
Tyler Kennedy,-,26,"Jul. 15, 1986",Canada,C,Right,99 - Round 4 - 2004 (PIT),SJS,Standard (1-way),26,,2,UFA,2015,"$2,350,000","$2,350,000","$2,350,000","$2,350,000",$0,$0,2013-14,64300000,0.03654743390357698
Michael Frolík,-,25,"Feb. 17, 1988",Czech Republic,"LW, RW",Left,10 - Round 1 - 2006 (FLA),CHI,Standard (2-way),23,,3,RFA,2014,"$2,333,333","$2,333,333","$1,900,000","$1,900,000",$0,$0,2013-14,64300000,0.03628822706065319
Ben Bishop,-,26,"Nov. 21, 1986",United States,G,Left,85 - Round 3 - 2005 (STL),TBL,Standard (1-way),26,,2,UFA,2015,"$2,300,000","$2,300,000","$2,200,000","$2,200,000",$0,$0,2013-14,64300000,0.03576982892690513
Matt Niskanen,-,26,"Dec. 6, 1986",United States,RD,Right,28 - Round 1 - 2005 (DAL),PIT,Standard (1-way),25,,2,UFA,2014,"$2,300,000","$2,300,000","$2,500,000","$2,500,000",$0,$0,2013-14,64300000,0.03576982892690513
Ryan Smyth,-,37,"Feb. 21, 1976",Canada,LW,Left,6 - Round 1 - 1994 (EDM),EDM,35+ (1-way),36,,2,UFA,2014,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2013-14,64300000,0.034992223950233284
Ryan Wilson,-,26,"Feb. 3, 1987",Canada,LD,Left,-,COL,Standard (1-way),25,,3,UFA,2015,"$2,250,000","$2,250,000","$2,375,000","$2,375,000",$0,$0,2013-14,64300000,0.034992223950233284
Greg Zanon,-,33,"Jun. 5, 1980",Canada,D,Left,156 - Round 5 - 2000 (OTT),COL,Standard (1-way),32,,2,UFA,2014,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2013-14,64300000,0.034992223950233284
Carl Hagelin,-,24,"Aug. 23, 1988",Sweden,LW,Left,168 - Round 6 - 2007 (NYR),NYR,Standard (1-way),24,,2,RFA,2015,"$2,250,000","$2,250,000","$2,100,000","$2,100,000",$0,$0,2013-14,64300000,0.034992223950233284
Jordan Leopold,-,32,"Aug. 30, 1980",United States,D,Left,44 - Round 2 - 1999 (ANA),STL,Standard (1-way),32,M-NTC,2,UFA,2015,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2013-14,64300000,0.034992223950233284
Michal Rozsíval,-,34,"Sep. 3, 1978",Czech Republic,RD,Right,105 - Round 4 - 1996 (PIT),CHI,Standard (1-way),34,NMC,2,UFA,2015,"$2,200,000","$2,200,000","$2,650,000","$2,650,000",$0,$0,2013-14,64300000,0.03421461897356143
Luca Sbisa,-,23,"Jan. 30, 1990",Italy,LD,Left,19 - Round 1 - 2008 (PHI),ANA,Standard (1-way),21,,4,RFA,2015,"$2,175,000","$2,175,000","$2,600,000","$2,600,000",$0,$0,2013-14,64300000,0.03382581648522551
Nikita Nikitin,-,27,"Jun. 16, 1986",Russia,LD,Left,136 - Round 5 - 2004 (STL),CBJ,Standard (1-way),26,,2,UFA,2014,"$2,150,000","$2,150,000","$2,500,000","$2,500,000",$0,$0,2013-14,64300000,0.03343701399688958
Darren Helm,-,26,"Jan. 21, 1987",Canada,"C, LW, RW",Left,132 - Round 5 - 2005 (DET),DET,Standard (1-way),25,,4,UFA,2016,"$2,125,000","$2,125,000","$1,750,000","$1,750,000",$0,$0,2013-14,64300000,0.03304821150855365
TJ Brodie,TOR,23,"Jun. 7, 1990",Canada,LD/RD,Left,114 - Round 4 - 2008 (CGY),CGY,Standard (1-way),23,,2,RFA,2015,"$2,125,000","$2,125,000","$1,750,000","$1,750,000",$0,$0,2013-14,64300000,0.03304821150855365
David Moss,-,31,"Dec. 28, 1981",United States,RW,Right,220 - Round 7 - 2001 (ARI),ARI,Standard (1-way),30,M-NTC,2,UFA,2014,"$2,100,000","$2,100,000","$2,100,000","$2,100,000",$0,$0,2013-14,64300000,0.03265940902021773
Todd Bertuzzi,-,38,"Feb. 2, 1975",Canada,RW,Left,23 - Round 1 - 1993 (NYI),DET,35+ (1-way),37,M-NTC,2,UFA,2014,"$2,075,000","$2,075,000","$2,175,000","$2,175,000",$0,$0,2013-14,64300000,0.0322706065318818
Brandon Sutter,-,24,"Feb. 14, 1989",United States,"RW, C",Right,11 - Round 1 - 2007 (CAR),CAR,Standard (1-way),22,,3,RFA,2014,"$2,066,667","$2,066,667","$2,700,000","$2,700,000",$0,$0,2013-14,64300000,0.03214101088646967
Grant Clitsome,-,28,"Apr. 14, 1985",Canada,LD,Left,271 - Round 9 - 2004 (CBJ),WPG,Standard (1-way),28,,3,UFA,2016,"$2,066,667","$2,066,667","$1,600,000","$1,400,000","$200,000",$0,2013-14,64300000,0.03214101088646967
Tomas Vokoun,-,36,"Jul. 2, 1976",Czech Republic,G,Right,226 - Round 9 - 1994 (MTL),PIT,35+ (1-way),35,M-NTC,2,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Pierre-Marc Bouchard,-,29,"Apr. 27, 1984",Canada,RW,Left,8 - Round 1 - 2002 (MIN),NYI,Standard (1-way),29,,1,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Dustin Penner,-,30,"Sep. 28, 1982",Canada,RW,Left,-,ANA,Standard (1-way),30,,1,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Teemu Selanne,-,42,"Jul. 3, 1970",Finland,RW,Right,10 - Round 1 - 1988 (WPG),ANA,35+ (1-way),42,NMC,1,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Raffi Torres,-,31,"Oct. 8, 1981",Canada,LW,Left,5 - Round 1 - 2000 (NYI),SJS,Standard (1-way),31,M-NTC,3,UFA,2016,"$2,000,000","$2,000,000","$1,750,000","$1,600,000","$150,000",$0,2013-14,64300000,0.03110419906687403
Ron Hainsey,-,32,"Mar. 24, 1981",United States,RD,Left,13 - Round 1 - 2000 (MTL),CAR,Standard (1-way),32,,1,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Alexei Emelin,-,27,"Apr. 25, 1986",Russia,LD,Left,84 - Round 3 - 2004 (MTL),MTL,Standard (1-way),26,,2,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Colin Wilson,-,23,"Oct. 20, 1989",United States,"C, LW",Left,7 - Round 1 - 2008 (NSH),NSH,Standard (1-way),22,,3,RFA,2015,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Cody Franson,-,25,"Aug. 8, 1987",Canada,RD,Right,79 - Round 3 - 2005 (NSH),TOR,Standard (1-way),26,,1,RFA,2014,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Craig Smith,DAL,23,"Sep. 5, 1989",United States,RW,Right,98 - Round 4 - 2009 (NSH),NSH,Standard (1-way),23,,2,RFA,2015,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Shane O'Brien,-,29,"Aug. 9, 1983",Canada,LD,Left,250 - Round 8 - 2003 (ANA),COL,Standard (1-way),28,,3,UFA,2015,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.03110419906687403
Marcus Johansson,MIN,22,"Oct. 6, 1990",Sweden,"LW, RW",Left,24 - Round 1 - 2009 (WSH),WSH,Standard (1-way),22,,2,RFA,2015,"$2,000,000","$2,000,000","$1,825,000","$1,725,000","$100,000",$0,2013-14,64300000,0.03110419906687403
Ilya Bryzgalov,-,33,"Jun. 22, 1980",Russia,G,Left,44 - Round 2 - 2000 (ANA),EDM,Standard (1-way),33,,1,UFA,2014,"$2,000,000","$2,000,000","$2,000,000","$1,000,000","$1,000,000",$0,2013-14,64300000,0.03110419906687403
Jaromír Jágr,-,41,"Feb. 15, 1972",Czech Republic,RW,Left,5 - Round 1 - 1990 (PIT),NJD,35+ (1-way),41,,1,UFA,2014,"$2,000,000","$4,000,000","$2,000,000","$2,000,000",$0,"$2,000,000",2013-14,64300000,0.03110419906687403
Patrick Wiercioch,-,22,"Sep. 12, 1990",Canada,LD,Left,42 - Round 2 - 2008 (OTT),OTT,Standard (1-way),22,,3,UFANo QO,2016,"$2,000,000","$2,000,000","$1,100,000","$1,100,000",$0,$0,2013-14,64300000,0.03110419906687403
John Erskine,-,33,"Jun. 26, 1980",Canada,D,Left,39 - Round 2 - 1998 (DAL),WSH,Standard (1-way),32,,2,UFA,2015,"$1,962,500","$1,962,500","$1,925,000","$1,900,000","$25,000",$0,2013-14,64300000,0.03052099533437014
Josh Harding,-,29,"Jun. 18, 1984",Canada,G,Right,38 - Round 2 - 2002 (MIN),MIN,Standard (1-way),28,,3,UFA,2015,"$1,900,000","$1,900,000","$2,100,000","$2,100,000",$0,$0,2013-14,64300000,0.029548989113530325
Jordin Tootoo,-,30,"Feb. 2, 1983",Canada,RW,Right,98 - Round 4 - 2001 (NSH),DET,Standard (1-way),29,,3,UFA,2015,"$1,900,000","$1,900,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.029548989113530325
Torrey Mitchell,-,28,"Jan. 30, 1985",Canada,"C, RW",Right,126 - Round 4 - 2004 (SJS),MIN,Standard (1-way),27,,3,UFA,2015,"$1,900,000","$1,900,000","$2,100,000","$2,100,000",$0,$0,2013-14,64300000,0.029548989113530325
Chris Neil,-,34,"Jun. 18, 1979",Canada,RW,Right,161 - Round 6 - 1998 (OTT),OTT,Standard (1-way),33,M-NTC,3,UFA,2016,"$1,900,000","$1,900,000","$2,100,000","$2,000,000","$100,000",$0,2013-14,64300000,0.029548989113530325
Zack Smith,-,25,"Apr. 5, 1988",Canada,"LW, C",Left,79 - Round 3 - 2008 (OTT),OTT,Standard (1-way),24,,4,UFA,2017,"$1,887,500","$1,887,500","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.029354587869362365
Adam Burish,-,30,"Jan. 6, 1983",United States,RW,Right,282 - Round 9 - 2002 (CHI),SJS,Standard (1-way),29,,4,UFA,2016,"$1,850,000","$1,850,000","$1,850,000","$1,850,000",$0,$0,2013-14,64300000,0.028771384136858476
Braden Holtby,-,23,"Sep. 16, 1989",Canada,G,Left,93 - Round 4 - 2008 (WSH),WSH,Standard (1-way),23,,2,RFA,2015,"$1,850,000","$1,850,000","$1,700,000","$1,600,000","$100,000",$0,2013-14,64300000,0.028771384136858476
Matt Hendricks,-,32,"Jun. 17, 1981",United States,"RW, C, LW",Left,131 - Round 5 - 2000 (NSH),NSH,Standard (1-way),32,,4,UFA,2017,"$1,850,000","$1,850,000","$1,850,000","$1,650,000","$200,000",$0,2013-14,64300000,0.028771384136858476
Travis Moen,-,31,"Apr. 6, 1982",Canada,"LW, RW",Left,155 - Round 5 - 2000 (CGY),MTL,Standard (1-way),30,M-NTC,4,UFA,2016,"$1,850,000","$1,850,000","$1,850,000","$1,850,000",$0,$0,2013-14,64300000,0.028771384136858476
Justin Abdelkader,-,26,"Feb. 25, 1987",United States,"LW, RW",Left,42 - Round 2 - 2005 (DET),DET,Standard (1-way),25,,4,UFA,2016,"$1,800,000","$1,800,000","$1,550,000","$1,550,000",$0,$0,2013-14,64300000,0.027993779160186624
Anders Lindbäck,-,25,"May 3, 1988",Sweden,G,Left,207 - Round 7 - 2008 (NSH),TBL,Standard (1-way),24,,2,UFA,2014,"$1,800,000","$1,800,000","$2,200,000","$2,200,000",$0,$0,2013-14,64300000,0.027993779160186624
Jarome Iginla,-,36,"Jul. 1, 1977",Canada,RW,Right,11 - Round 1 - 1995 (DAL),BOS,35+ (1-way),36,,1,UFA,2014,"$1,800,000","$6,000,000","$1,800,000","$1,800,000",$0,"$4,200,000",2013-14,64300000,0.027993779160186624
Brian Elliott,-,28,"Apr. 9, 1985",Canada,G,Left,291 - Round 9 - 2003 (OTT),STL,Standard (1-way),26,,2,UFA,2014,"$1,800,000","$1,800,000","$1,900,000","$1,900,000",$0,$0,2013-14,64300000,0.027993779160186624
Jamie McBain,-,25,"Feb. 25, 1988",United States,RD,Right,63 - Round 2 - 2006 (CAR),CAR,Standard (1-way),24,,2,UFA,2014,"$1,800,000","$1,800,000","$1,900,000","$1,900,000",$0,$0,2013-14,64300000,0.027993779160186624
Vernon Fiddler,-,33,"May 9, 1980",Canada,"C, LW",Left,-,DAL,Standard (1-way),31,,3,UFA,2014,"$1,800,000","$1,800,000","$1,800,000","$1,800,000",$0,$0,2013-14,64300000,0.027993779160186624
James Reimer,DET,25,"Mar. 15, 1988",Canada,G,Left,99 - Round 4 - 2006 (TOR),TOR,Standard (1-way),23,,3,RFA,2014,"$1,800,000","$1,800,000","$1,600,000","$1,600,000",$0,$0,2013-14,64300000,0.027993779160186624
Daniel Winnik,-,28,"Mar. 6, 1985",Canada,C,Left,265 - Round 9 - 2004 (ARI),ANA,Standard (1-way),27,,2,UFA,2014,"$1,800,000","$1,800,000","$1,800,000","$1,800,000",$0,$0,2013-14,64300000,0.027993779160186624
Maxime Talbot,-,29,"Feb. 11, 1984",Canada,"C, LW",Left,234 - Round 8 - 2002 (PIT),PHI,Standard (1-way),27,,5,UFA,2016,"$1,800,000","$1,800,000","$2,000,000","$2,000,000",$0,$0,2013-14,64300000,0.027993779160186624
Daniel Cleary,-,34,"Dec. 18, 1978",Canada,RW,Left,13 - Round 1 - 1997 (CHI),DET,Standard (1-way),34,NTC,1,UFA,2014,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0,2013-14,64300000,0.027216174183514776
Jamie McGinn,-,24,"Aug. 5, 1988",Canada,"LW, RW",Left,36 - Round 2 - 2006 (SJS),COL,Standard (1-way),23,,2,RFA,2014,"$1,750,000","$1,750,000","$1,850,000","$1,850,000",$0,$0,2013-14,64300000,0.027216174183514776
Shawn Matthias,-,25,"Feb. 19, 1988",Canada,"C, LW",Left,47 - Round 2 - 2006 (DET),FLA,Standard (1-way),25,,2,UFA,2015,"$1,750,000","$1,750,000","$1,650,000","$1,650,000",$0,$0,2013-14,64300000,0.027216174183514776
Jason Chimera,-,34,"May 2, 1979",Canada,"LW, RW",Left,121 - Round 5 - 1997 (EDM),WSH,Standard (1-way),32,,2,UFA,2014,"$1,750,000","$1,750,000","$1,700,000","$1,700,000",$0,$0,2013-14,64300000,0.027216174183514776
Jeff Petry,DET,25,"Dec. 9, 1987",United States,RD,Right,45 - Round 2 - 2006 (EDM),EDM,Standard (1-way),24,,2,RFA,2014,"$1,750,000","$1,750,000","$1,800,000","$1,800,000",$0,$0,2013-14,64300000,0.027216174183514776
Nikolai Khabibulin,-,40,"Jan. 13, 1973",Russia,G,Left,204 - Round 9 - 1992 (WPG),CHI,35+ (1-way),40,,1,UFA,2014,"$1,700,000","$1,700,000","$1,700,000","$1,700,000",$0,$0,2013-14,64300000,0.026438569206842923
Chris Butler,-,26,"Oct. 27, 1986",United States,RD,Left,96 - Round 4 - 2005 (BUF),CGY,Standard (1-way),26,,1,UFA,2014,"$1,700,000","$1,700,000","$1,700,000","$1,700,000",$0,$0,2013-14,64300000,0.026438569206842923
Marcel Goc,-,29,"Aug. 24, 1983",Germany,C,Left,20 - Round 1 - 2001 (SJS),FLA,Standard (1-way),27,,3,UFA,2014,"$1,700,000","$1,700,000","$1,700,000","$1,700,000",$0,$0,2013-14,64300000,0.026438569206842923
Anton Strålman,-,26,"Aug. 1, 1986",Sweden,RD,Right,216 - Round 7 - 2005 (TOR),NYR,Standard (1-way),25,,2,UFA,2014,"$1,700,000","$1,700,000","$1,800,000","$1,800,000",$0,$0,2013-14,64300000,0.026438569206842923
Brian Boyle,-,28,"Dec. 18, 1984",United States,"LW, C",Left,26 - Round 1 - 2003 (LAK),NYR,Standard (1-way),26,,3,UFA,2014,"$1,700,000","$1,700,000","$1,800,000","$1,800,000",$0,$0,2013-14,64300000,0.026438569206842923
Mark Stuart,-,29,"Apr. 27, 1984",United States,LD,Left,21 - Round 1 - 2003 (BOS),ATL,Standard (1-way),26,,3,UFA,2014,"$1,700,000","$1,700,000","$1,800,000","$1,800,000",$0,$0,2013-14,64300000,0.026438569206842923
Mike Weber,-,25,"Dec. 16, 1987",United States,LD,Left,57 - Round 2 - 2006 (BUF),BUF,Standard (1-way),25,,3,UFA,2016,"$1,666,667","$1,666,667","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02592017107309487
Ray Emery,-,Deceased (35),"Sep. 28, 1982",Canada,G,Left,99 - Round 4 - 2001 (OTT),PHI,Standard (1-way),30,,1,UFA,2014,"$1,650,000","$1,650,000","$1,650,000","$1,650,000",$0,$0,2013-14,64300000,0.025660964230171075
Derek Dorsett,-,26,"Dec. 20, 1986",Canada,RW,Right,189 - Round 7 - 2006 (CBJ),CBJ,Standard (1-way),22,,3,UFA,2015,"$1,633,333","$1,633,333","$1,400,000","$1,400,000",$0,$0,2013-14,64300000,0.02540175738724728
Derek Boogaard,-,Deceased (28),"Jun. 23, 1982",Canada,LW,Left,202 - Round 7 - 2001 (MIN),NYR,Standard (1-way),28,,4,UFA,2014,"$1,625,000","$1,625,000","$1,600,000","$1,600,000",$0,$0,2013-14,64300000,0.025272161741835147
Matt Hunwick,-,28,"May 21, 1985",United States,LD,Left,224 - Round 7 - 2004 (BOS),COL,Standard (1-way),27,,2,UFA,2014,"$1,600,000","$1,600,000","$1,600,000","$1,600,000",$0,$0,2013-14,64300000,0.024883359253499222
Gregory Campbell,-,29,"Dec. 17, 1983",Canada,"C, LW",Left,67 - Round 3 - 2002 (FLA),BOS,Standard (1-way),28,,3,UFA,2015,"$1,600,000","$1,600,000","$1,700,000","$1,700,000",$0,$0,2013-14,64300000,0.024883359253499222
Jiri Tlusty,-,25,"Mar. 16, 1988",Czech Republic,C,Left,13 - Round 1 - 2006 (TOR),CAR,Standard (1-way),24,,2,RFA,2014,"$1,600,000","$1,600,000","$1,700,000","$1,700,000",$0,$0,2013-14,64300000,0.024883359253499222
Jim Slater,-,30,"Dec. 9, 1982",United States,C,Left,30 - Round 1 - 2002 (ATL),WPG,Standard (1-way),29,,3,UFA,2015,"$1,600,000","$1,600,000","$1,600,000","$1,600,000",$0,$0,2013-14,64300000,0.024883359253499222
Nate Thompson,-,28,"Oct. 5, 1984",United States,C,Left,183 - Round 6 - 2003 (BOS),TBL,Standard (1-way),28,,4,UFA,2017,"$1,600,000","$1,600,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.024883359253499222
Cody Kunyk,-,23,"May 20, 1990",Canada,RW,Left,-,TBL,Entry-Level,23,,1,RFA,2014,"$1,584,063","$1,584,063","$925,000","$832,500","$92,500",$0,2013-14,64300000,0.024635505443234836
Adam McQuaid,-,26,"Oct. 12, 1986",Canada,RD,Right,55 - Round 2 - 2005 (CBJ),BOS,Standard (1-way),24,,3,UFA,2015,"$1,566,667","$1,566,667","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.024364961119751165
Ryan Jones,-,29,"Jun. 14, 1984",Canada,LW,Right,111 - Round 4 - 2004 (MIN),EDM,Standard (1-way),29,,1,UFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Aaron Rome,-,29,"Sep. 27, 1983",Canada,D,Left,104 - Round 4 - 2002 (LAK),DAL,Standard (1-way),28,,3,UFA,2015,"$1,500,000","$1,500,000","$1,600,000","$1,600,000",$0,$0,2013-14,64300000,0.02332814930015552
Francis Bouillon,-,37,"Oct. 17, 1975",United States,LD,Left,-,MTL,35+ (1-way),37,,1,UFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Denis Grebeshkov,-,29,"Oct. 11, 1983",Russia,D,Left,18 - Round 1 - 2002 (LAK),EDM,Standard (1-way),29,,1,UFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Jean-Sebastien Giguere,-,36,"May 16, 1977",Canada,G,Left,13 - Round 1 - 1995 (HAR),COL,35+ (1-way),35,NMC,1,UFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Douglas Murray,-,33,"Mar. 12, 1980",Sweden,D,Left,241 - Round 8 - 1999 (SJS),MTL,Standard (1-way),33,,1,UFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Jonas Gustavsson,-,28,"Oct. 24, 1984",Sweden,G,Left,-,DET,Standard (1-way),27,M-NTC,2,UFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Matt Carkner,-,32,"Nov. 3, 1980",Canada,D,Right,58 - Round 2 - 1999 (MTL),OTT,Standard (1-way),31,,3,UFA,2015,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Keith Ballard,-,30,"Nov. 26, 1982",United States,D,Left,11 - Round 1 - 2002 (BUF),MIN,Standard (1-way),30,M-NTC,2,UFA,2015,"$1,500,000","$1,500,000","$1,000,000","$1,000,000",$0,$0,2013-14,64300000,0.02332814930015552
Jay McClement,-,30,"Mar. 2, 1983",Canada,C,Left,57 - Round 2 - 2001 (STL),TOR,Standard (1-way),29,,2,UFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Steve Mason,-,25,"May 29, 1988",Canada,G,Right,69 - Round 3 - 2006 (CBJ),PHI,Standard (1-way),24,,1,RFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Christopher Tanev,DAL,23,"Dec. 20, 1989",Canada,RD,Right,-,VAN,Standard (1-way),23,,1,RFA,2014,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.02332814930015552
Eric Fehr,-,27,"Sep. 7, 1985",Canada,"C, RW",Right,18 - Round 1 - 2003 (WSH),WSH,Standard (1-way),27,,2,UFA,2015,"$1,500,000","$1,500,000","$1,400,000","$1,400,000",$0,$0,2013-14,64300000,0.02332814930015552
